area,Latitude,Longitude,Year,Outbreak,Source,File Name,Study
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1911,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1912,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1913,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1914,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1915,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1916,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1917,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1918,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1919,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1920,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1939,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1940,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1941,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1942,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1943,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1944,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1945,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1946,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1947,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1948,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1949,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1970,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1971,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1972,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1973,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1974,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1975,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1976,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1977,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1978,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1979,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"northeastern north america, specifically eastern canada",48.450155,-68.529968,1980,1,No identified sources,The rise and fall of the silvicultural hypothesis in spruce budworm _Choristoneura fumiferana_ management in eastern Canada.pdf,
"lake nipigon, ontario",49.0155918,-88.2610663,1940,1,No identified sources,The role of climate and dispersal in the initiation of outbreaks of the spruce budworm in New Brunswick_ I. The role of climate.pdf,
"new brunswick, canada",47.032695,-65.494995,1912,1,No identified sources,The role of climate and dispersal in the initiation of outbreaks of the spruce budworm in New Brunswick_ I. The role of climate.pdf,
"new brunswick, canada",47.032695,-65.494995,1947,1,No identified sources,The role of climate and dispersal in the initiation of outbreaks of the spruce budworm in New Brunswick_ I. The role of climate.pdf,
"new brunswick, canada",47.032695,-65.494995,1948,1,No identified sources,The role of climate and dispersal in the initiation of outbreaks of the spruce budworm in New Brunswick_ I. The role of climate.pdf,
"new brunswick, canada",47.032695,-65.494995,1949,1,No identified sources,The role of climate and dispersal in the initiation of outbreaks of the spruce budworm in New Brunswick_ I. The role of climate.pdf,
"new brunswick, canada",47.032695,-65.494995,1949,1,No identified sources,The role of climate and dispersal in the initiation of outbreaks of the spruce budworm in New Brunswick_ I. The role of climate.pdf,
"new brunswick, canada",47.032695,-65.494995,1951,1,No identified sources,The role of climate and dispersal in the initiation of outbreaks of the spruce budworm in New Brunswick_ I. The role of climate.pdf,
"new brunswick, canada",47.032695,-65.494995,1952,1,No identified sources,The role of climate and dispersal in the initiation of outbreaks of the spruce budworm in New Brunswick_ I. The role of climate.pdf,
"new brunswick, canada",47.032695,-65.494995,1952,1,No identified sources,The role of climate and dispersal in the initiation of outbreaks of the spruce budworm in New Brunswick_ I. The role of climate.pdf,
"new brunswick, canada",47.032695,-65.494995,1955,1,No identified sources,The role of climate and dispersal in the initiation of outbreaks of the spruce budworm in New Brunswick_ I. The role of climate.pdf,
"lake nipigon, ontario",49.0155918,-88.2610663,1940,1,No identified sources,The role of climate and dispersal in the initiation of outbreaks of the spruce budworm in New Brunswick_ II. The role of dispersal.pdf,
"new brunswick, canada",47.032695,-65.494995,1912,1,No identified sources,The role of climate and dispersal in the initiation of outbreaks of the spruce budworm in New Brunswick_ II. The role of dispersal.pdf,
"new brunswick, canada",47.032695,-65.494995,1947,1,No identified sources,The role of climate and dispersal in the initiation of outbreaks of the spruce budworm in New Brunswick_ II. The role of dispersal.pdf,
"new brunswick, canada",47.032695,-65.494995,1948,1,No identified sources,The role of climate and dispersal in the initiation of outbreaks of the spruce budworm in New Brunswick_ II. The role of dispersal.pdf,
"new brunswick, canada",47.032695,-65.494995,1949,1,No identified sources,The role of climate and dispersal in the initiation of outbreaks of the spruce budworm in New Brunswick_ II. The role of dispersal.pdf,
"new brunswick, canada",47.032695,-65.494995,1949,1,No identified sources,The role of climate and dispersal in the initiation of outbreaks of the spruce budworm in New Brunswick_ II. The role of dispersal.pdf,
"new brunswick, canada",47.032695,-65.494995,1951,1,No identified sources,The role of climate and dispersal in the initiation of outbreaks of the spruce budworm in New Brunswick_ II. The role of dispersal.pdf,
"new brunswick, canada",47.032695,-65.494995,1952,1,No identified sources,The role of climate and dispersal in the initiation of outbreaks of the spruce budworm in New Brunswick_ II. The role of dispersal.pdf,
"new brunswick, canada",47.032695,-65.494995,1952,1,No identified sources,The role of climate and dispersal in the initiation of outbreaks of the spruce budworm in New Brunswick_ II. The role of dispersal.pdf,
"new brunswick, canada",47.032695,-65.494995,1955,1,No identified sources,The role of climate and dispersal in the initiation of outbreaks of the spruce budworm in New Brunswick_ II. The role of dispersal.pdf,
"koochiching, st. louis, lake, and cook counties in minnesota, united states",48.601033,-93.4105904,1912,1,No identified sources,The spruce budworm in Minnesota.pdf,
"koochiching, st. louis, lake, and cook counties in minnesota, united states",48.601033,-93.4105904,1913,1,No identified sources,The spruce budworm in Minnesota.pdf,
new brunswick,47.032695,-65.494995,1770,1,No identified sources,The spruce budworm.pdf,
new brunswick,47.032695,-65.494995,1806,1,No identified sources,The spruce budworm.pdf,
new brunswick,47.032695,-65.494995,1871,1,No identified sources,The spruce budworm.pdf,
new brunswick,47.032695,-65.494995,1912,1,No identified sources,The spruce budworm.pdf,
new brunswick,47.032695,-65.494995,1949,1,No identified sources,The spruce budworm.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1710,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1711,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1712,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1713,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1714,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1715,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1716,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1754,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1755,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1756,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1757,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1758,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1759,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1811,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1812,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1813,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1835,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1836,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1837,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1838,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1839,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1840,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1841,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1868,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1869,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1870,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1871,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1872,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1873,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1874,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1875,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1876,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1877,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1878,1,dendrochronological samples from historical buildings,The use of dendrochronological material from buildings to get information about past spruce budworm outbreaks.pdf,
"north shore of quebec, canada",50.2109579,-66.3790642,2013,1,No identified sources,The use of weather surveillance radar and high-resolution three dimensional weather data to monitor a spruce budworm mass exodus flight.pdf,
northwestern ontario,54.0245941,-89.1618188,1946,1,aerial defoliation survey,The vulnerability of balsam fir to spruce budworm attack in northwestern Ontario_ with special reference to the physiological age of the tree.pdf,
northwestern ontario,54.0245941,-89.1618188,1947,1,aerial defoliation survey,The vulnerability of balsam fir to spruce budworm attack in northwestern Ontario_ with special reference to the physiological age of the tree.pdf,
northwestern ontario,54.0245941,-89.1618188,1948,1,aerial defoliation survey,The vulnerability of balsam fir to spruce budworm attack in northwestern Ontario_ with special reference to the physiological age of the tree.pdf,
northwestern ontario,54.0245941,-89.1618188,1949,1,aerial defoliation survey,The vulnerability of balsam fir to spruce budworm attack in northwestern Ontario_ with special reference to the physiological age of the tree.pdf,
northwestern ontario,54.0245941,-89.1618188,1950,1,aerial defoliation survey,The vulnerability of balsam fir to spruce budworm attack in northwestern Ontario_ with special reference to the physiological age of the tree.pdf,
northwestern ontario,54.0245941,-89.1618188,1951,1,aerial defoliation survey,The vulnerability of balsam fir to spruce budworm attack in northwestern Ontario_ with special reference to the physiological age of the tree.pdf,
northwestern ontario,54.0245941,-89.1618188,1952,1,aerial defoliation survey,The vulnerability of balsam fir to spruce budworm attack in northwestern Ontario_ with special reference to the physiological age of the tree.pdf,
northwestern ontario,54.0245941,-89.1618188,1953,1,aerial defoliation survey,The vulnerability of balsam fir to spruce budworm attack in northwestern Ontario_ with special reference to the physiological age of the tree.pdf,
northwestern ontario,54.0245941,-89.1618188,1954,1,aerial defoliation survey,The vulnerability of balsam fir to spruce budworm attack in northwestern Ontario_ with special reference to the physiological age of the tree.pdf,
northwestern ontario,54.0245941,-89.1618188,1955,1,aerial defoliation survey,The vulnerability of balsam fir to spruce budworm attack in northwestern Ontario_ with special reference to the physiological age of the tree.pdf,
northwestern ontario,54.0245941,-89.1618188,1956,1,aerial defoliation survey,The vulnerability of balsam fir to spruce budworm attack in northwestern Ontario_ with special reference to the physiological age of the tree.pdf,
northwestern ontario,54.0245941,-89.1618188,1957,1,aerial defoliation survey,The vulnerability of balsam fir to spruce budworm attack in northwestern Ontario_ with special reference to the physiological age of the tree.pdf,
"new brunswick, canada",47.032695,-65.494995,1970,1,No identified sources,The western spruce budworm in northern Rocky Mountain forests_ a review of ecology_ past insecticidal treatments and silvicultural practices..pdf,
"new brunswick, canada",47.032695,-65.494995,1971,1,No identified sources,The western spruce budworm in northern Rocky Mountain forests_ a review of ecology_ past insecticidal treatments and silvicultural practices..pdf,
"new brunswick, canada",47.032695,-65.494995,1972,1,No identified sources,The western spruce budworm in northern Rocky Mountain forests_ a review of ecology_ past insecticidal treatments and silvicultural practices..pdf,
"new brunswick, canada",47.032695,-65.494995,1973,1,No identified sources,The western spruce budworm in northern Rocky Mountain forests_ a review of ecology_ past insecticidal treatments and silvicultural practices..pdf,
"new brunswick, canada",47.032695,-65.494995,1974,1,No identified sources,The western spruce budworm in northern Rocky Mountain forests_ a review of ecology_ past insecticidal treatments and silvicultural practices..pdf,
"new brunswick, canada",47.032695,-65.494995,1975,1,No identified sources,The western spruce budworm in northern Rocky Mountain forests_ a review of ecology_ past insecticidal treatments and silvicultural practices..pdf,
"new brunswick, canada",47.032695,-65.494995,1976,1,No identified sources,The western spruce budworm in northern Rocky Mountain forests_ a review of ecology_ past insecticidal treatments and silvicultural practices..pdf,
"new brunswick, canada",47.032695,-65.494995,1977,1,No identified sources,The western spruce budworm in northern Rocky Mountain forests_ a review of ecology_ past insecticidal treatments and silvicultural practices..pdf,
"new brunswick, canada",47.032695,-65.494995,1978,1,No identified sources,The western spruce budworm in northern Rocky Mountain forests_ a review of ecology_ past insecticidal treatments and silvicultural practices..pdf,
"new brunswick, canada",47.032695,-65.494995,1979,1,No identified sources,The western spruce budworm in northern Rocky Mountain forests_ a review of ecology_ past insecticidal treatments and silvicultural practices..pdf,
"new brunswick, canada",47.032695,-65.494995,1980,1,No identified sources,The western spruce budworm in northern Rocky Mountain forests_ a review of ecology_ past insecticidal treatments and silvicultural practices..pdf,
"new brunswick, canada",47.032695,-65.494995,1981,1,No identified sources,The western spruce budworm in northern Rocky Mountain forests_ a review of ecology_ past insecticidal treatments and silvicultural practices..pdf,
"new brunswick, canada",47.032695,-65.494995,1982,1,No identified sources,The western spruce budworm in northern Rocky Mountain forests_ a review of ecology_ past insecticidal treatments and silvicultural practices..pdf,
"new brunswick, canada",47.032695,-65.494995,1983,1,No identified sources,The western spruce budworm in northern Rocky Mountain forests_ a review of ecology_ past insecticidal treatments and silvicultural practices..pdf,
"new brunswick, canada",47.032695,-65.494995,2014,1,No identified sources,The western spruce budworm in northern Rocky Mountain forests_ a review of ecology_ past insecticidal treatments and silvicultural practices..pdf,
"new brunswick, canada",47.032695,-65.494995,2015,1,No identified sources,The western spruce budworm in northern Rocky Mountain forests_ a review of ecology_ past insecticidal treatments and silvicultural practices..pdf,
"new brunswick, canada",47.032695,-65.494995,2016,1,No identified sources,The western spruce budworm in northern Rocky Mountain forests_ a review of ecology_ past insecticidal treatments and silvicultural practices..pdf,
"new brunswick, canada",47.032695,-65.494995,2017,1,No identified sources,The western spruce budworm in northern Rocky Mountain forests_ a review of ecology_ past insecticidal treatments and silvicultural practices..pdf,
"new brunswick, canada",47.032695,-65.494995,2018,1,No identified sources,The western spruce budworm in northern Rocky Mountain forests_ a review of ecology_ past insecticidal treatments and silvicultural practices..pdf,
"260,000 hectares",56.7291997,-111.3885221,1983,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
"60,700 hectares",56.7291997,-111.3885221,1980,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
approximately 1.8 million hectares,56.7291997,-111.3885221,1943,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
approximately 1.8 million hectares,56.7291997,-111.3885221,1944,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
approximately 1.8 million hectares,56.7291997,-111.3885221,1945,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
approximately 1.8 million hectares,56.7291997,-111.3885221,1946,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
approximately 1.8 million hectares,56.7291997,-111.3885221,1947,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
approximately 1.8 million hectares,56.7291997,-111.3885221,1948,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
approximately 1.8 million hectares,56.7291997,-111.3885221,1949,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
approximately 1.8 million hectares,56.7291997,-111.3885221,1950,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
approximately 1.8 million hectares,56.7291997,-111.3885221,1951,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
approximately 1.8 million hectares,56.7291997,-111.3885221,1952,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
approximately 1.8 million hectares,56.7291997,-111.3885221,1953,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
approximately 1.8 million hectares,56.7291997,-111.3885221,1954,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
"approximately 50 km west of thunder bay, stretching from the international border to the trans-canada highway",49.809661,-88.4811791,1983,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
immediately southwest of lake nipigon,49.0155918,-88.2610663,1980,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
lac seul and the lake nipigon sector,50.11345465,-92.19624322619076,1943,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
lac seul and the lake nipigon sector,50.11345465,-92.19624322619076,1944,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
lac seul and the lake nipigon sector,50.11345465,-92.19624322619076,1945,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
lac seul and the lake nipigon sector,50.11345465,-92.19624322619076,1946,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
lac seul and the lake nipigon sector,50.11345465,-92.19624322619076,1947,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
lac seul and the lake nipigon sector,50.11345465,-92.19624322619076,1948,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
lac seul and the lake nipigon sector,50.11345465,-92.19624322619076,1949,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
lac seul and the lake nipigon sector,50.11345465,-92.19624322619076,1950,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
lac seul and the lake nipigon sector,50.11345465,-92.19624322619076,1951,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
lac seul and the lake nipigon sector,50.11345465,-92.19624322619076,1952,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
lac seul and the lake nipigon sector,50.11345465,-92.19624322619076,1953,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
lac seul and the lake nipigon sector,50.11345465,-92.19624322619076,1954,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
lake nipigon sector,49.0155918,-88.2610663,1983,1,dendrochronological samples from tree cores | personal communication with the department of lands and forest representative,Timing of growth reductions in black spruce stem and branches during the 1970s spruce budworm outbreak.pdf,
